,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,last_fico_range_high,last_fico_range_low,pub_rec_bankruptcies,debt_settlement_flag
1959,2500.0,2500.0,2500.0, 36 months, 15.96%,87.85,C,C5,10+ years,MORTGAGE,98480.0,Source Verified,Nov-2011,Fully Paid,debt_consolidation,PA,20.61,4.0,2000-06-01 00:00:00,660.0,664.0,3.0,13.0,0.0,26122.0,72.6,694.0,690.0,0.0,N
1960,10000.0,10000.0,10000.0, 36 months, 10.65%,325.74,B,B2,8 years,OWN,35000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,FL,10.15,0.0,2006-04-01 00:00:00,710.0,714.0,1.0,6.0,0.0,11069.0,42.7,694.0,690.0,0.0,N
1961,15600.0,15600.0,15600.0, 60 months, 19.42%,408.29,E,E3,5 years,OWN,55000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,GA,22.78,0.0,2003-05-01 00:00:00,675.0,679.0,0.0,13.0,0.0,10078.0,73.0,639.0,635.0,0.0,N
1962,6000.0,6000.0,6000.0, 36 months,  7.90%,187.75,A,A4,6 years,MORTGAGE,92000.0,Not Verified,Nov-2011,Fully Paid,moving,GA,8.03,0.0,2001-02-01 00:00:00,710.0,714.0,0.0,12.0,0.0,23741.0,78.4,729.0,725.0,0.0,N
1963,4500.0,4500.0,4500.0, 36 months, 11.71%,148.85,B,B3,5 years,OWN,26000.0,Not Verified,Nov-2011,Fully Paid,car,FL,7.11,0.0,2007-06-01 00:00:00,720.0,724.0,1.0,5.0,0.0,4578.0,52.6,699.0,695.0,0.0,N
1964,21600.0,21600.0,21600.0, 36 months, 18.64%,787.85,E,E1,6 years,RENT,92001.0,Verified,Nov-2011,Charged Off,debt_consolidation,MD,17.67,0.0,1997-11-01 00:00:00,660.0,664.0,2.0,11.0,0.0,12145.0,73.3,589.0,585.0,0.0,N
1965,5500.0,5500.0,5500.0, 36 months, 11.71%,181.92,B,B3,< 1 year,RENT,55000.0,Not Verified,Nov-2011,Fully Paid,credit_card,FL,11.56,0.0,2004-08-01 00:00:00,675.0,679.0,0.0,6.0,0.0,2913.0,56.0,499.0,0.0,0.0,N
1966,4850.0,4850.0,4850.0, 36 months, 14.27%,166.4,C,C2,10+ years,RENT,23000.0,Not Verified,Nov-2011,Fully Paid,credit_card,IL,18.63,0.0,2001-10-01 00:00:00,670.0,674.0,1.0,9.0,0.0,6559.0,81.1,604.0,600.0,0.0,N
1967,10000.0,10000.0,10000.0, 36 months,  7.51%,311.11,A,A3,5 years,OWN,35000.0,Not Verified,Dec-2011,Charged Off,debt_consolidation,GA,17.07,0.0,2001-06-01 00:00:00,735.0,739.0,1.0,6.0,0.0,8269.0,66.7,514.0,510.0,0.0,N
1968,15000.0,15000.0,15000.0, 60 months, 15.27%,358.98,C,C4,8 years,RENT,38000.0,Not Verified,Dec-2011,Charged Off,debt_consolidation,SD,18.98,0.0,1998-12-01 00:00:00,720.0,724.0,1.0,9.0,0.0,15634.0,68.3,619.0,615.0,0.0,N
1969,7000.0,7000.0,7000.0, 36 months,  6.62%,214.93,A,A2,10+ years,RENT,47000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,NY,26.32,0.0,1999-08-01 00:00:00,735.0,739.0,0.0,12.0,0.0,5753.0,19.8,674.0,670.0,0.0,N
1970,25000.0,25000.0,24975.0, 36 months,  6.62%,767.6,A,A2,6 years,RENT,80000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,NY,5.04,0.0,1980-07-01 00:00:00,785.0,789.0,0.0,10.0,0.0,12877.0,20.5,794.0,790.0,0.0,N
1971,10000.0,10000.0,10000.0, 36 months, 11.71%,330.76,B,B3,,RENT,45000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,WA,26.13,0.0,2000-10-01 00:00:00,725.0,729.0,2.0,8.0,0.0,16794.0,90.8,734.0,730.0,0.0,N
1972,25000.0,25000.0,25000.0, 36 months, 13.49%,848.27,C,C1,9 years,RENT,110000.0,Verified,Dec-2011,Fully Paid,credit_card,NJ,8.85,0.0,2000-02-01 00:00:00,715.0,719.0,1.0,11.0,0.0,11472.0,46.6,514.0,510.0,0.0,N
1973,9425.0,9425.0,9425.0, 36 months, 13.49%,319.8,C,C1,8 years,RENT,45000.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,15.71,0.0,2001-12-01 00:00:00,670.0,674.0,0.0,12.0,0.0,15116.0,81.3,659.0,655.0,0.0,N
1974,5500.0,5500.0,5500.0, 36 months, 12.69%,184.5,B,B5,< 1 year,RENT,20000.0,Verified,Nov-2011,Fully Paid,debt_consolidation,OH,21.24,0.0,2006-07-01 00:00:00,680.0,684.0,1.0,7.0,0.0,5056.0,84.3,694.0,690.0,0.0,N
1975,6400.0,6400.0,6400.0, 36 months, 17.27%,229.04,D,D3,2 years,RENT,55200.0,Verified,Nov-2011,Charged Off,debt_consolidation,CA,6.93,0.0,2007-01-01 00:00:00,660.0,664.0,2.0,7.0,0.0,6393.0,47.4,519.0,515.0,0.0,N
1976,13500.0,13500.0,13500.0, 60 months, 19.03%,350.43,E,E2,5 years,RENT,43200.0,Source Verified,Dec-2011,Fully Paid,debt_consolidation,MA,12.11,0.0,2001-07-01 00:00:00,670.0,674.0,1.0,19.0,0.0,17850.0,47.7,549.0,545.0,0.0,N
1977,10000.0,10000.0,10000.0, 36 months,  6.62%,307.04,A,A2,3 years,RENT,80004.0,Source Verified,Dec-2011,Fully Paid,major_purchase,LA,4.96,0.0,1999-10-01 00:00:00,735.0,739.0,0.0,13.0,0.0,5100.0,53.7,729.0,725.0,0.0,N
1978,30000.0,30000.0,29725.0, 60 months, 15.96%,728.91,C,C5,10+ years,MORTGAGE,55097.04,Verified,Dec-2011,Fully Paid,home_improvement,GA,16.64,0.0,2001-07-01 00:00:00,725.0,729.0,1.0,7.0,1.0,3532.0,14.2,804.0,800.0,1.0,N
1979,18000.0,18000.0,17950.0, 36 months,  7.90%,563.23,A,A4,10+ years,MORTGAGE,80000.0,Verified,Dec-2011,Charged Off,credit_card,GA,15.0,0.0,2000-07-01 00:00:00,725.0,729.0,0.0,8.0,0.0,16149.0,74.5,619.0,615.0,0.0,N
1980,8575.0,8575.0,8325.0, 36 months, 10.65%,279.32,B,B2,6 years,MORTGAGE,35000.0,Verified,Nov-2011,Fully Paid,debt_consolidation,FL,18.82,0.0,2006-02-01 00:00:00,700.0,704.0,0.0,12.0,0.0,7808.0,64.0,764.0,760.0,0.0,N
1981,18000.0,18000.0,18000.0, 36 months, 14.65%,620.9,C,C3,6 years,RENT,42000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,CA,19.63,0.0,1994-04-01 00:00:00,700.0,704.0,1.0,7.0,0.0,12362.0,90.9,724.0,720.0,0.0,N
1982,18000.0,18000.0,18000.0, 60 months, 19.42%,471.1,E,E3,3 years,RENT,36000.0,Verified,Dec-2011,Fully Paid,other,CA,3.27,1.0,2003-04-01 00:00:00,710.0,714.0,0.0,4.0,0.0,5976.0,31.0,719.0,715.0,0.0,N
1983,25000.0,25000.0,25000.0, 60 months, 16.77%,618.23,D,D2,10+ years,MORTGAGE,55000.0,Verified,Dec-2011,Charged Off,debt_consolidation,CA,20.79,0.0,2001-03-01 00:00:00,710.0,714.0,1.0,14.0,0.0,14933.0,56.8,519.0,515.0,0.0,N
1984,15000.0,15000.0,14950.0, 60 months, 15.96%,364.46,C,C5,10+ years,RENT,58000.0,Verified,Dec-2011,Fully Paid,credit_card,NY,23.75,0.0,1992-07-01 00:00:00,710.0,714.0,1.0,11.0,0.0,13481.0,61.8,609.0,605.0,0.0,N
1985,3000.0,3000.0,3000.0, 36 months, 12.42%,100.25,B,B4,7 years,RENT,30000.0,Source Verified,Nov-2011,Fully Paid,other,SC,6.4,0.0,2004-02-01 00:00:00,690.0,694.0,0.0,2.0,0.0,659.0,82.4,689.0,685.0,0.0,N
1986,30000.0,30000.0,29984.96476576511, 60 months, 13.49%,690.15,C,C1,10+ years,MORTGAGE,189996.0,Verified,Dec-2011,Fully Paid,debt_consolidation,CT,7.48,0.0,1979-09-01 00:00:00,760.0,764.0,3.0,15.0,0.0,23810.0,42.8,764.0,760.0,0.0,N
1987,3600.0,3600.0,3600.0, 36 months, 15.27%,125.28,C,C4,9 years,RENT,50000.0,Source Verified,Nov-2011,Fully Paid,vacation,FL,11.83,0.0,2005-03-01 00:00:00,665.0,669.0,2.0,6.0,0.0,2321.0,20.5,734.0,730.0,0.0,N
1988,9600.0,9600.0,9600.0, 60 months, 12.69%,216.91,B,B5,8 years,MORTGAGE,42336.0,Source Verified,Dec-2011,Fully Paid,home_improvement,CT,8.84,0.0,2004-11-01 00:00:00,755.0,759.0,1.0,6.0,0.0,100.0,3.6,769.0,765.0,0.0,N
1989,4500.0,4500.0,4475.0, 36 months, 12.42%,150.37,B,B4,10+ years,RENT,24000.0,Not Verified,Nov-2011,Fully Paid,credit_card,CA,24.1,0.0,2002-11-01 00:00:00,680.0,684.0,0.0,5.0,0.0,9230.0,87.9,754.0,750.0,0.0,N
1990,5000.0,5000.0,5000.0, 36 months, 10.65%,162.87,B,B2,10+ years,MORTGAGE,130000.0,Verified,Dec-2011,Fully Paid,vacation,CA,7.6,1.0,1982-12-01 00:00:00,700.0,704.0,1.0,8.0,0.0,21472.0,71.3,754.0,750.0,0.0,N
1991,35000.0,35000.0,34200.0, 36 months,  7.90%,1095.16,A,A4,10+ years,MORTGAGE,96000.0,Verified,Dec-2011,Fully Paid,home_improvement,AK,12.76,0.0,2001-06-01 00:00:00,750.0,754.0,0.0,7.0,0.0,11266.0,23.3,819.0,815.0,0.0,N
1992,19500.0,19500.0,19500.0, 60 months, 12.42%,437.92,B,B4,10+ years,RENT,76500.0,Verified,Dec-2011,Fully Paid,home_improvement,NY,12.7,0.0,1985-10-01 00:00:00,775.0,779.0,1.0,21.0,0.0,3271.0,3.1,809.0,805.0,0.0,N
1993,4200.0,4200.0,4175.0, 36 months,  8.90%,133.37,A,A5,3 years,MORTGAGE,33600.0,Not Verified,Nov-2011,Fully Paid,other,OH,4.54,0.0,2003-11-01 00:00:00,700.0,704.0,0.0,6.0,1.0,3174.0,50.4,639.0,635.0,1.0,N
1994,10000.0,10000.0,10000.0, 36 months,  9.91%,322.25,B,B1,,MORTGAGE,37200.0,Verified,Dec-2011,Fully Paid,major_purchase,VA,23.81,0.0,1975-03-01 00:00:00,705.0,709.0,0.0,12.0,0.0,10170.0,32.3,734.0,730.0,0.0,N
1995,5250.0,5250.0,5250.0, 36 months, 15.27%,182.69,C,C4,8 years,RENT,48000.0,Source Verified,Nov-2011,Fully Paid,debt_consolidation,UT,24.77,0.0,2003-05-01 00:00:00,675.0,679.0,2.0,7.0,0.0,18889.0,85.9,764.0,760.0,0.0,N
1996,3000.0,3000.0,3000.0, 36 months, 10.65%,97.72,B,B2,,RENT,22668.0,Verified,Nov-2011,Fully Paid,major_purchase,FL,13.39,0.0,2000-04-01 00:00:00,710.0,714.0,2.0,5.0,0.0,10980.0,64.6,729.0,725.0,0.0,N
1997,11000.0,11000.0,10750.0, 36 months,  9.91%,354.48,B,B1,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2011,Fully Paid,credit_card,LA,20.16,0.0,1996-04-01 00:00:00,710.0,714.0,0.0,11.0,0.0,29902.0,77.7,714.0,710.0,0.0,N
1998,24000.0,24000.0,23975.0, 60 months, 10.65%,517.64,B,B2,7 years,MORTGAGE,200000.0,Verified,Dec-2011,Fully Paid,other,CT,4.13,0.0,1997-11-01 00:00:00,745.0,749.0,0.0,11.0,0.0,11945.0,18.7,699.0,695.0,0.0,N
1999,2000.0,2000.0,2000.0, 36 months, 16.29%,70.61,D,D1,1 year,RENT,30972.0,Not Verified,Nov-2011,Charged Off,other,SC,15.61,0.0,2005-06-01 00:00:00,665.0,669.0,2.0,4.0,0.0,2925.0,88.6,579.0,575.0,0.0,N
2000,35000.0,35000.0,34975.0, 36 months, 10.65%,1140.07,B,B2,3 years,MORTGAGE,112800.0,Verified,Dec-2011,Fully Paid,debt_consolidation,NY,14.35,0.0,1987-08-01 00:00:00,735.0,739.0,1.0,17.0,0.0,38121.0,59.6,709.0,705.0,0.0,N
2001,12700.0,12700.0,12700.0, 36 months, 11.71%,420.07,B,B3,5 years,RENT,60000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,CA,6.04,0.0,1984-10-01 00:00:00,700.0,704.0,0.0,6.0,1.0,7169.0,59.8,579.0,575.0,1.0,N
2002,20000.0,20000.0,20000.0, 36 months, 15.27%,695.96,C,C4,10+ years,RENT,85000.0,Verified,Nov-2011,Fully Paid,debt_consolidation,NJ,17.68,0.0,1997-01-01 00:00:00,685.0,689.0,2.0,10.0,0.0,18693.0,75.7,764.0,760.0,0.0,N
2003,7000.0,7000.0,6650.0, 36 months, 13.49%,237.52,C,C1,6 years,RENT,83000.0,Verified,Nov-2011,Fully Paid,home_improvement,GA,16.83,0.0,2004-07-01 00:00:00,720.0,724.0,2.0,4.0,0.0,26109.0,96.7,689.0,685.0,0.0,N
2004,12000.0,12000.0,11750.0, 60 months, 12.42%,269.49,B,B4,5 years,RENT,52000.0,Source Verified,Dec-2011,Fully Paid,wedding,NJ,3.76,0.0,2004-06-01 00:00:00,715.0,719.0,0.0,6.0,0.0,4943.0,48.9,784.0,780.0,0.0,N
2005,5000.0,5000.0,5000.0, 36 months, 13.49%,169.66,C,C1,10+ years,RENT,60000.0,Source Verified,Nov-2011,Fully Paid,credit_card,CT,17.4,1.0,1999-08-01 00:00:00,670.0,674.0,0.0,8.0,0.0,6231.0,94.4,594.0,590.0,0.0,N
2006,6600.0,6600.0,6600.0, 60 months, 19.42%,172.74,E,E3,3 years,RENT,72000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,VA,15.87,0.0,2004-01-01 00:00:00,675.0,679.0,0.0,8.0,0.0,2102.0,19.0,624.0,620.0,0.0,N
2007,18000.0,18000.0,18000.0, 60 months, 19.42%,471.1,E,E3,10+ years,MORTGAGE,180000.0,Source Verified,Dec-2011,Fully Paid,home_improvement,GA,10.31,1.0,1995-11-01 00:00:00,675.0,679.0,0.0,9.0,0.0,15802.0,94.4,664.0,660.0,0.0,N
2008,25475.0,25475.0,25450.0, 36 months, 16.29%,899.28,D,D1,7 years,MORTGAGE,52800.0,Verified,Dec-2011,Fully Paid,credit_card,IL,16.84,0.0,1997-12-01 00:00:00,685.0,689.0,0.0,12.0,0.0,27625.0,82.5,619.0,615.0,0.0,N
2009,22250.0,22250.0,22250.0, 60 months, 21.28%,605.45,F,F2,2 years,OWN,56000.0,Verified,Dec-2011,Charged Off,credit_card,VA,21.9,0.0,1990-07-01 00:00:00,675.0,679.0,0.0,9.0,0.0,21905.0,92.4,659.0,655.0,0.0,N
2010,11000.0,11000.0,10750.0, 36 months,  8.90%,349.29,A,A5,4 years,MORTGAGE,45000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,WA,13.57,0.0,1999-12-01 00:00:00,715.0,719.0,0.0,10.0,0.0,10513.0,74.0,779.0,775.0,0.0,N
2011,8000.0,8000.0,8000.0, 36 months, 10.65%,260.59,B,B2,4 years,RENT,36000.0,Source Verified,Nov-2011,Fully Paid,other,WA,17.33,0.0,2006-05-01 00:00:00,715.0,719.0,1.0,6.0,0.0,7571.0,74.1,764.0,760.0,0.0,N
2012,6000.0,6000.0,5975.0, 36 months,  7.90%,187.75,A,A4,5 years,MORTGAGE,52000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,VA,22.71,0.0,1990-12-01 00:00:00,730.0,734.0,3.0,20.0,0.0,25535.0,46.4,674.0,670.0,0.0,N
2013,10000.0,10000.0,10000.0, 36 months, 11.71%,330.76,B,B3,10+ years,RENT,52000.0,Not Verified,Nov-2011,Fully Paid,credit_card,CA,7.11,0.0,2000-06-01 00:00:00,715.0,719.0,1.0,6.0,0.0,13131.0,87.5,764.0,760.0,0.0,N
2014,24000.0,24000.0,24000.0, 60 months, 18.64%,617.83,E,E1,4 years,OWN,125000.0,Verified,Dec-2011,Charged Off,debt_consolidation,MA,22.49,0.0,1998-11-01 00:00:00,690.0,694.0,1.0,9.0,0.0,25238.0,78.1,639.0,635.0,0.0,N
2015,23000.0,23000.0,22975.0, 60 months, 12.69%,519.68,B,B5,10+ years,MORTGAGE,80000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,AK,29.83,0.0,1987-11-01 00:00:00,735.0,739.0,1.0,14.0,0.0,22875.0,60.3,679.0,675.0,0.0,N
2016,12000.0,12000.0,12000.0, 36 months, 16.77%,426.47,D,D2,5 years,RENT,68000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,CT,17.61,0.0,2002-11-01 00:00:00,660.0,664.0,0.0,15.0,0.0,14598.0,79.2,709.0,705.0,0.0,N
2017,18000.0,18000.0,18000.0, 60 months, 18.25%,459.54,D,D5,10+ years,MORTGAGE,63000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,SC,19.68,0.0,1994-04-01 00:00:00,675.0,679.0,2.0,13.0,0.0,15006.0,50.9,674.0,670.0,0.0,N
2018,20000.0,20000.0,19975.0, 60 months, 17.58%,503.32,D,D4,7 years,RENT,48000.0,Verified,Dec-2011,Fully Paid,credit_card,MA,17.15,1.0,1993-01-01 00:00:00,700.0,704.0,3.0,5.0,0.0,17115.0,89.1,644.0,640.0,0.0,N
2019,14850.0,14850.0,14850.0, 36 months,  8.90%,471.54,A,A5,8 years,RENT,31500.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,MA,21.9,0.0,1985-06-01 00:00:00,725.0,729.0,0.0,9.0,0.0,18918.0,85.2,569.0,565.0,0.0,N
2020,15000.0,15000.0,14750.0, 60 months, 18.25%,382.95,D,D5,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2011,Charged Off,debt_consolidation,IL,10.45,0.0,1997-10-01 00:00:00,680.0,684.0,0.0,6.0,0.0,17293.0,72.4,559.0,555.0,0.0,N
2021,12650.0,12650.0,12400.0, 36 months,  8.90%,401.68,A,A5,10+ years,MORTGAGE,87504.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,MD,11.9,1.0,1999-12-01 00:00:00,720.0,724.0,0.0,15.0,0.0,28316.0,37.0,699.0,695.0,0.0,N
2022,17500.0,17500.0,17500.0, 36 months, 13.49%,593.79,C,C1,5 years,RENT,58000.0,Not Verified,Nov-2011,Fully Paid,credit_card,NJ,10.97,0.0,2001-12-01 00:00:00,690.0,694.0,0.0,8.0,0.0,18564.0,88.8,709.0,705.0,0.0,N
2023,21000.0,21000.0,20975.0, 60 months, 16.77%,519.32,D,D2,10+ years,RENT,53000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,FL,14.72,0.0,1989-11-01 00:00:00,715.0,719.0,1.0,8.0,0.0,7644.0,92.1,729.0,725.0,0.0,N
2024,15000.0,15000.0,14900.0, 60 months, 15.96%,364.46,C,C5,6 years,MORTGAGE,115000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,NC,23.7,0.0,1996-04-01 00:00:00,705.0,709.0,3.0,16.0,0.0,61575.0,57.1,684.0,680.0,0.0,N
2025,15000.0,15000.0,14975.0, 60 months, 17.27%,374.97,D,D3,10+ years,RENT,41000.0,Not Verified,Dec-2011,Fully Paid,credit_card,WI,16.13,0.0,1981-12-01 00:00:00,715.0,719.0,1.0,5.0,0.0,23468.0,93.9,679.0,675.0,0.0,N
2026,9500.0,9500.0,9375.0, 36 months,  6.03%,289.14,A,A1,10+ years,MORTGAGE,35000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,PA,7.78,0.0,1995-08-01 00:00:00,785.0,789.0,1.0,6.0,0.0,10411.0,36.5,774.0,770.0,0.0,N
2027,13000.0,13000.0,12975.0, 60 months, 17.27%,324.98,D,D3,7 years,RENT,49920.0,Not Verified,Dec-2011,Fully Paid,credit_card,NY,15.31,0.0,2006-06-01 00:00:00,680.0,684.0,0.0,10.0,0.0,17478.0,78.0,584.0,580.0,0.0,N
2028,12000.0,12000.0,11925.0, 60 months, 14.27%,280.91,C,C2,10+ years,RENT,57500.0,Verified,Dec-2011,Charged Off,debt_consolidation,MN,13.75,1.0,1997-10-01 00:00:00,695.0,699.0,0.0,10.0,0.0,11683.0,43.3,689.0,685.0,0.0,N
2029,8000.0,8000.0,8000.0, 36 months,  7.90%,250.33,A,A4,5 years,RENT,80000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,CA,15.21,0.0,1995-09-01 00:00:00,725.0,729.0,1.0,9.0,0.0,16545.0,51.1,734.0,730.0,0.0,N
2030,6400.0,6400.0,6375.0, 60 months, 19.42%,167.51,E,E3,3 years,RENT,21996.0,Verified,Dec-2011,Fully Paid,other,FL,6.06,0.0,2004-08-01 00:00:00,665.0,669.0,2.0,22.0,0.0,4170.0,78.7,654.0,650.0,0.0,N
2031,10000.0,10000.0,9725.0, 36 months,  8.90%,317.54,A,A5,8 years,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,credit_card,CA,7.24,0.0,2005-10-01 00:00:00,710.0,714.0,0.0,9.0,0.0,11628.0,79.1,799.0,795.0,0.0,N
2032,12000.0,12000.0,12000.0, 36 months, 14.27%,411.71,C,C2,6 years,RENT,55000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,CA,9.25,0.0,2000-02-01 00:00:00,680.0,684.0,1.0,10.0,0.0,14254.0,47.7,709.0,705.0,0.0,N
2033,4125.0,4125.0,4125.0, 36 months, 11.71%,136.44,B,B3,< 1 year,RENT,25000.0,Source Verified,Dec-2011,Fully Paid,credit_card,UT,22.99,0.0,2002-08-01 00:00:00,675.0,679.0,0.0,14.0,0.0,7460.0,64.3,669.0,665.0,0.0,N
2034,7000.0,7000.0,7000.0, 36 months,  6.00%,217.88,B,B5,2 years,RENT,75000.0,Source Verified,Nov-2011,Fully Paid,debt_consolidation,CA,18.83,0.0,2003-11-01 00:00:00,675.0,679.0,0.0,17.0,0.0,21806.0,49.3,739.0,735.0,0.0,N
2035,6000.0,6000.0,6000.0, 36 months,  8.90%,190.52,A,A5,< 1 year,OWN,37000.0,Source Verified,Nov-2011,Fully Paid,small_business,GA,13.82,0.0,1997-10-01 00:00:00,775.0,779.0,1.0,3.0,0.0,185.0,8.4,684.0,680.0,0.0,N
2036,14300.0,14300.0,14300.0, 60 months, 11.71%,316.01,B,B3,10+ years,RENT,30000.0,Verified,Dec-2011,Fully Paid,credit_card,MO,26.96,0.0,1991-04-01 00:00:00,740.0,744.0,0.0,11.0,0.0,11200.0,38.6,659.0,655.0,0.0,N
2037,33000.0,33000.0,33000.0, 36 months, 18.64%,1203.66,E,E1,< 1 year,MORTGAGE,115000.0,Source Verified,Dec-2011,Charged Off,debt_consolidation,MD,7.11,1.0,2001-03-01 00:00:00,675.0,679.0,0.0,12.0,0.0,23848.0,48.3,604.0,600.0,0.0,N
2038,17625.0,17625.0,17625.0, 60 months, 17.58%,443.55,D,D4,10+ years,RENT,43000.0,Verified,Dec-2011,Fully Paid,credit_card,FL,27.27,0.0,1997-06-01 00:00:00,720.0,724.0,1.0,7.0,0.0,20181.0,95.2,729.0,725.0,0.0,N
2039,6000.0,6000.0,6000.0, 36 months,  6.03%,182.62,A,A1,5 years,MORTGAGE,59000.0,Not Verified,Nov-2011,Fully Paid,other,OH,11.39,0.0,2001-02-01 00:00:00,765.0,769.0,0.0,10.0,0.0,4389.0,15.4,774.0,770.0,0.0,N
2040,10000.0,10000.0,9725.0, 36 months, 16.77%,355.39,D,D2,10+ years,MORTGAGE,40000.0,Verified,Nov-2011,Charged Off,debt_consolidation,NV,9.57,0.0,2001-03-01 00:00:00,660.0,664.0,3.0,10.0,0.0,7691.0,59.2,499.0,0.0,0.0,N
2041,1500.0,1500.0,1500.0, 36 months, 12.42%,50.13,B,B4,< 1 year,RENT,80000.0,Not Verified,Nov-2011,Fully Paid,moving,NY,13.39,0.0,2006-09-01 00:00:00,685.0,689.0,2.0,6.0,0.0,12092.0,45.1,699.0,695.0,0.0,N
2042,13200.0,13200.0,13200.0, 36 months, 11.71%,436.61,B,B3,5 years,RENT,31500.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,OR,20.99,0.0,2006-02-01 00:00:00,695.0,699.0,0.0,8.0,0.0,8697.0,76.2,734.0,730.0,0.0,N
2043,25000.0,25000.0,25000.0, 60 months, 19.03%,648.93,E,E2,7 years,MORTGAGE,68000.0,Verified,Dec-2011,Fully Paid,credit_card,OH,22.08,0.0,2002-11-01 00:00:00,680.0,684.0,0.0,9.0,0.0,27447.0,73.4,684.0,680.0,0.0,N
2044,6000.0,6000.0,6000.0, 36 months,  8.90%,190.52,A,A5,1 year,OWN,24000.0,Source Verified,Nov-2011,Fully Paid,credit_card,WV,1.05,0.0,1999-10-01 00:00:00,735.0,739.0,1.0,4.0,0.0,4036.0,41.6,519.0,515.0,0.0,N
2045,5150.0,5150.0,5150.0, 36 months,  6.62%,158.13,A,A2,2 years,MORTGAGE,28800.0,Source Verified,Nov-2011,Fully Paid,debt_consolidation,FL,23.38,0.0,1999-04-01 00:00:00,740.0,744.0,0.0,6.0,0.0,10024.0,83.5,719.0,715.0,0.0,N
2046,5000.0,5000.0,4750.0, 36 months, 11.71%,165.38,B,B3,2 years,RENT,45500.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,PA,11.42,0.0,2003-11-01 00:00:00,680.0,684.0,0.0,13.0,0.0,4833.0,89.5,649.0,645.0,0.0,N
2047,21625.0,21625.0,21350.0, 60 months, 12.69%,488.62,B,B5,10+ years,RENT,54000.0,Verified,Dec-2011,Fully Paid,debt_consolidation,GA,29.09,0.0,1999-07-01 00:00:00,725.0,729.0,0.0,17.0,0.0,26177.0,64.8,759.0,755.0,0.0,N
2048,18000.0,18000.0,17975.0, 36 months,  7.90%,563.23,A,A4,4 years,RENT,50000.0,Verified,Dec-2011,Charged Off,debt_consolidation,OH,15.07,0.0,2005-03-01 00:00:00,735.0,739.0,0.0,8.0,0.0,10498.0,68.6,594.0,590.0,0.0,N
2049,5000.0,5000.0,5000.0, 60 months, 11.71%,110.5,B,B3,5 years,MORTGAGE,84000.0,Not Verified,Nov-2011,Fully Paid,other,FL,7.81,0.0,2002-11-01 00:00:00,705.0,709.0,0.0,6.0,0.0,3456.0,26.4,644.0,640.0,0.0,N
2050,3000.0,3000.0,3000.0, 36 months, 11.71%,99.23,B,B3,7 years,MORTGAGE,49152.0,Source Verified,Dec-2011,Fully Paid,home_improvement,GA,22.51,0.0,1993-05-01 00:00:00,710.0,714.0,1.0,23.0,0.0,2080.0,11.6,724.0,720.0,0.0,N
2051,7500.0,7500.0,7500.0, 36 months, 17.58%,269.57,D,D4,10+ years,RENT,38400.0,Not Verified,Nov-2011,Fully Paid,major_purchase,CA,20.88,0.0,1988-03-01 00:00:00,685.0,689.0,0.0,6.0,0.0,995.0,99.5,574.0,570.0,0.0,N
2052,5000.0,5000.0,5000.0, 36 months, 14.65%,172.48,C,C3,< 1 year,OWN,75000.0,Source Verified,Nov-2011,Fully Paid,debt_consolidation,NJ,13.06,0.0,2007-02-01 00:00:00,670.0,674.0,3.0,6.0,0.0,15611.0,83.0,674.0,670.0,0.0,N
2053,15000.0,15000.0,15000.0, 60 months, 12.69%,338.93,B,B5,5 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,debt_consolidation,NJ,4.68,0.0,2000-04-01 00:00:00,730.0,734.0,2.0,8.0,1.0,8319.0,46.7,654.0,650.0,1.0,N
